row,reason
"{'rotten_tomatoes_link': 'm/mischief-night', 'movie_title': 'Mischief Night', 'movie_info': 'Two families, white and Asian, meet on a local night of tricks and shenanigans.', 'critics_consensus': nan, 'content_rating': 'R', 'genres': 'Comedy, Drama, Kids & Family, Mystery & Suspense', 'directors': 'Penny Woolcock', 'authors': 'Penny Woolcock', 'actors': 'Michael Taylor, Kelli Hollis, James Foster, James A. Foster, Holly Kenny, Jake Hayward, Ramon Tikaram, Sarah Byrne, Qasim Akhtar, Shobu Kapoor, Christopher Simpson, Harmage Singh Kalirai, Gwyne Hollis, Shahid Ahmed, Katherine Kelly, Mary Wray, Olga Grahame', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 93.0, 'production_company': 'SpectiCast', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 5.0, 'audience_status': 'Upright', 'audience_rating': 65.0, 'audience_count': 1239.0, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 5, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 10446}",invalid or missing year
"{'rotten_tomatoes_link': 'm/mothers_milk', 'movie_title': ""Mother's Milk"", 'movie_info': 'A university professor kidnaps a young woman, but a relationship of sorts begins to develop.', 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Drama, Mystery & Suspense', 'directors': 'Edward Pionke', 'authors': 'Edward Pionke', 'actors': 'Bree Michaels, Casey Chapman, Mackenzie Wiglesworth, Scott Anderson, Vanessa Hughes, Jaden Klein, Scott Anderson', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 94.0, 'production_company': 'Monarch Home Entertainment', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 43.0, 'tomatometer_count': 7.0, 'audience_status': 'Spilled', 'audience_rating': 33.0, 'audience_count': 29.0, 'tomatometer_top_critics_count': 2, 'tomatometer_fresh_critics_count': 3, 'tomatometer_rotten_critics_count': 4, 'ID_RT': 10632}",invalid or missing year
"{'rotten_tomatoes_link': 'm/mr_dynamite_the_rise_of_james_brown', 'movie_title': 'Mr. Dynamite: The Rise of James Brown', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary, Musical & Performing Arts', 'directors': 'Alex Gibney', 'authors': nan, 'actors': nan, 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'HBO Documentary Films', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 11.0, 'audience_status': 'Upright', 'audience_rating': 86.0, 'audience_count': 106.0, 'tomatometer_top_critics_count': 6, 'tomatometer_fresh_critics_count': 11, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 10666}",invalid or missing year
"{'rotten_tomatoes_link': 'm/murder_to_mercy_the_cyntoia_brown_story', 'movie_title': 'Murder to Mercy: The Cyntoia Brown Story', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary', 'directors': 'Daniel H. Birman', 'authors': nan, 'actors': nan, 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 79.0, 'tomatometer_count': 14.0, 'audience_status': 'Spilled', 'audience_rating': 46.0, 'audience_count': 35.0, 'tomatometer_top_critics_count': 5, 'tomatometer_fresh_critics_count': 11, 'tomatometer_rotten_critics_count': 3, 'ID_RT': 10754}",invalid or missing year
"{'rotten_tomatoes_link': 'm/neal_brennan_3_mics', 'movie_title': 'Neal Brennan: 3 Mics', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy, Television', 'directors': 'Neal Brennan', 'authors': 'Neal Brennan', 'actors': 'Neal Brennan', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 7.0, 'audience_status': 'Upright', 'audience_rating': 80.0, 'audience_count': 15.0, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 7, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 10953}",invalid or missing year
"{'rotten_tomatoes_link': 'm/negocios_sucios', 'movie_title': 'Negocios Sucios', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'R', 'genres': 'Action & Adventure, Art House & International, Comedy, Drama, Mystery & Suspense', 'directors': 'David Caesar', 'authors': 'David Caesar', 'actors': 'Toni Collette, Bryan Brown, John Goodman, Sam Neill, Sam Worthington, Kestie Morassi, William McInnes, Andrew S. Gilbert, Garry Waddell, Felix Williamson, Derek Amer, Laeini Baille, Rudi Baker, Bille Brown', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Australian Film Finance Corporation', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 64.0, 'tomatometer_count': 14.0, 'audience_status': 'Spilled', 'audience_rating': 51.0, 'audience_count': 3007.0, 'tomatometer_top_critics_count': 4, 'tomatometer_fresh_critics_count': 9, 'tomatometer_rotten_critics_count': 5, 'ID_RT': 10959}",invalid or missing year
"{'rotten_tomatoes_link': 'm/noise', 'movie_title': 'Noise', 'movie_info': 'Graham McGahan (Brendan Cowell) is a Melbourne police officer beset with a painful ringing sound in his ears. The pain becomes so intense that it causes him to pass out at a train station one night -- the same night an unknown killer slays six commuters. McGahan is reassigned to a small town that is recovering from its own tragedy. Meanwhile, Lavina (Maia Thomas), the sole survivor of the train massacre, becomes worried that the mass murderer might try to silence her.', 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Art House & International, Documentary, Drama, Mystery & Suspense, Special Interest', 'directors': 'Matthew Saville', 'authors': 'Matthew Saville', 'actors': 'Brendan Cowell, Maia Thomas, Henry Nixon, Nicholas Bell, Katie Wall, Fiona MacLeod, Maude Davey, Maud Davey, Luke Elliot, Simon Laherty', 'original_release_date': '2007-02-12', 'streaming_release_date': '2010-10-26', 'runtime': 106.0, 'production_company': 'Film Victoria', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 83.0, 'tomatometer_count': 6.0, 'audience_status': 'Upright', 'audience_rating': 71.0, 'audience_count': 1230.0, 'tomatometer_top_critics_count': 1, 'tomatometer_fresh_critics_count': 5, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 11147}",duplicate title+year
"{'rotten_tomatoes_link': 'm/norm_macdonald_hitlers_dog_gossip_and_trickery', 'movie_title': ""Norm Macdonald: Hitler's Dog, Gossip & Trickery"", 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Liz Plonka', 'authors': nan, 'actors': 'Norm Macdonald', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 60.0, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 6.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 6, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 11158}",invalid or missing year
"{'rotten_tomatoes_link': 'm/notes_from_the_field', 'movie_title': 'Notes From The Field', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Drama', 'directors': 'Kristi Zea', 'authors': 'Anna Deavere Smith', 'actors': 'Anna Deavere Smith', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'HBO Films', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 6.0, 'audience_status': 'Upright', 'audience_rating': 67.0, 'audience_count': 39.0, 'tomatometer_top_critics_count': 2, 'tomatometer_fresh_critics_count': 6, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 11200}",invalid or missing year
"{'rotten_tomatoes_link': 'm/oh_hello_on_broadway', 'movie_title': 'Oh, Hello On Broadway', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Michael John Warren', 'authors': nan, 'actors': 'Nick Kroll, John Mulaney', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 88.0, 'tomatometer_count': 8.0, 'audience_status': 'Upright', 'audience_rating': 81.0, 'audience_count': 105.0, 'tomatometer_top_critics_count': 2, 'tomatometer_fresh_critics_count': 7, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 11286}",invalid or missing year
"{'rotten_tomatoes_link': 'm/passing_poston', 'movie_title': 'Passing Poston', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary, Special Interest', 'directors': 'James Nubile, Joe Fox', 'authors': 'Joe Fox', 'actors': nan, 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Docurama', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 63.0, 'tomatometer_count': 8.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 5, 'tomatometer_rotten_critics_count': 3, 'ID_RT': 11646}",invalid or missing year
"{'rotten_tomatoes_link': 'm/patton_oswalt_annihilation', 'movie_title': 'Patton Oswalt: Annihilation', 'movie_info': nan, 'critics_consensus': 'A disarmingly perceptive exploration of loss, Patton Oswalt: Annihilation finds the comic deftly balancing his off-beat humor with an profoundly cathartic edge.', 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Bobcat Goldthwait', 'authors': 'Patton Oswalt', 'actors': 'Patton Oswalt', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 13.0, 'audience_status': 'Upright', 'audience_rating': 63.0, 'audience_count': 118.0, 'tomatometer_top_critics_count': 6, 'tomatometer_fresh_critics_count': 13, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 11678}",invalid or missing year
"{'rotten_tomatoes_link': 'm/patton_oswalt_finest_hour', 'movie_title': 'Patton Oswalt: Finest Hour', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy, Television', 'directors': 'Jason Woliner', 'authors': nan, 'actors': 'Patton Oswalt', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 5.0, 'audience_status': 'Upright', 'audience_rating': 85.0, 'audience_count': 47.0, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 5, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 11679}",invalid or missing year
"{'rotten_tomatoes_link': 'm/patton_oswalt_talking_for_clapping', 'movie_title': 'Patton Oswalt: Talking for Clapping', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy, Television', 'directors': nan, 'authors': 'Patton Oswalt', 'actors': 'Patton Oswalt', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 86.0, 'tomatometer_count': 7.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 6, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 11680}",invalid or missing year
"{'rotten_tomatoes_link': 'm/patton_oswalt_tragedy_plus_comedy_equals_time', 'movie_title': 'Patton Oswalt: Tragedy Plus Comedy Equals Time', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Bobcat Goldthwait', 'authors': nan, 'actors': 'Patton Oswalt', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 71.0, 'production_company': 'Comedy Central', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 80.0, 'tomatometer_count': 5.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 4, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 11681}",invalid or missing year
"{'rotten_tomatoes_link': 'm/pete_davidson_alive_from_new_york', 'movie_title': 'Pete Davidson: Alive From New York', 'movie_info': nan, 'critics_consensus': 'Though not without its insights, Alive from New York struggles to find a steady beat.', 'content_rating': 'NR', 'genres': 'Comedy', 'directors': nan, 'authors': nan, 'actors': 'Pete Davidson', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 40.0, 'tomatometer_count': 10.0, 'audience_status': 'Spilled', 'audience_rating': 59.0, 'audience_count': 237.0, 'tomatometer_top_critics_count': 4, 'tomatometer_fresh_critics_count': 4, 'tomatometer_rotten_critics_count': 6, 'ID_RT': 11768}",invalid or missing year
"{'rotten_tomatoes_link': 'm/proximity_2020', 'movie_title': 'Proximity', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Drama, Mystery & Suspense, Science Fiction & Fantasy', 'directors': 'Eric Demeusey', 'authors': nan, 'actors': 'Ryan Masson, Highdee Kuan, Christian Prentice, Shaw Jones, Don Scribner', 'original_release_date': '2020-05-15', 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'SHOUT! STUDIOS', 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 9, 'tomatometer_rotten_critics_count': 14, 'ID_RT': 12109}",no rating
"{'rotten_tomatoes_link': 'm/ray_romano_right_here_around_the_corner', 'movie_title': 'Ray Romano: Right Here, Around the Corner', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': nan, 'authors': 'Ray Romano', 'actors': 'Ray Romano', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 57.0, 'tomatometer_count': 7.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 2, 'tomatometer_fresh_critics_count': 4, 'tomatometer_rotten_critics_count': 3, 'ID_RT': 12304}",invalid or missing year
"{'rotten_tomatoes_link': 'm/ready_to_mingle', 'movie_title': 'Ready to Mingle (Bachelorettes) (Solteras)', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy, Drama, Romance', 'directors': 'Luis Javier M. Henaine', 'authors': 'Luis Javier M. Henaine, Alejandra Olvera Ávila', 'actors': 'Cassandra Ciangherotti, Gabriela de la Garza, Mariana Cabrera, Flor Eduarda Gurrola, Irán Castillo, Sophie Alexander-Katz, Diana Bovio, Andrés Almeida, Juan Pablo Medina, Pablo Cruz, Leonardo Daniel, Mar Carrera, Francisco de la Reguera, Lucía Uribe, Tatiana del Real, Dobrina Liubomirova, César Rodríguez, Luis Arrieta, Alexander Leterni, Ricardo Reynaud, Rafael Simón, Ernesto Coronel, Mario Alberto Monroy, J.C. Montes-Roldan, José Grim, Paulina Olvera, Salvador Petrola, José María Bourdillon', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 44.0, 'tomatometer_count': 9.0, 'audience_status': 'Spilled', 'audience_rating': 48.0, 'audience_count': 23.0, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 4, 'tomatometer_rotten_critics_count': 5, 'ID_RT': 12313}",invalid or missing year
"{'rotten_tomatoes_link': 'm/red_cliff', 'movie_title': 'Red Cliff (Chi Bi)', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'R', 'genres': 'Action & Adventure, Art House & International, Classics, Drama', 'directors': 'John Woo', 'authors': 'Kuo Zheng, John Woo, Khan Chan, Kuo Cheng, Sheng Heyu, Guo Zheng, Chan Khan', 'actors': 'Tony Leung Chiu Wai, Takeshi Kaneshiro, Fengyi Zhang, Chen Chang, Wei Zhao, Jun Hu, Lin Chi-Ling, Shidô Nakamura, Yong You, Yong Hou, Dawei Tong, Jia Song, Ba Sen Zha Bu, Zang Jingsheng, Zhang Shan, Wang Hui, Xie Gang, Shi Xing Hong, Xu Feng Xian, Guo Chao, Xiaoguang Hu, Ma Jing, Yi Zhen, Wang Ning, He Yin, Ye Hua', 'original_release_date': '2009-11-20', 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Magnolia Pictures', 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 38, 'tomatometer_fresh_critics_count': 106, 'tomatometer_rotten_critics_count': 11, 'ID_RT': 12349}",no rating
"{'rotten_tomatoes_link': 'm/remastered_the_two_killings_of_sam_cooke', 'movie_title': 'ReMastered: The Two Killings of Sam Cooke', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary', 'directors': 'Kelly Duane', 'authors': nan, 'actors': 'Sam Cooke', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 5.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 5, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 12409}",invalid or missing year
"{'rotten_tomatoes_link': 'm/reset_ni_shi_ying_jiu', 'movie_title': 'Reset', 'movie_info': ""Scientist Xia Tian's hard work finally pays off when she successfully sends living tissue back through time by 110 minutes. When her son dies at the hands of kidnappers, she sends herself back through time on a frantic mission to prevent his death."", 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy', 'directors': 'Yoon Hong-Seung', 'authors': 'Zha Muchun', 'actors': 'Mi Yang, Wallace Huo, King Shih-chieh, Chin Shih-chieh, Liu Chang, Fursenko Alexander, Jr., Fursenko Alexander Jr., Yihan Zhang', 'original_release_date': '2017-06-30', 'streaming_release_date': '2018-02-06', 'runtime': 106.0, 'production_company': 'Well Go USA Entertainment', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 50.0, 'tomatometer_count': 8.0, 'audience_status': 'Spilled', 'audience_rating': 57.0, 'audience_count': 74.0, 'tomatometer_top_critics_count': 4, 'tomatometer_fresh_critics_count': 4, 'tomatometer_rotten_critics_count': 4, 'ID_RT': 12444}",duplicate title+year
"{'rotten_tomatoes_link': 'm/revenger', 'movie_title': 'Revenger', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Action & Adventure, Drama', 'directors': 'Lee Seung-won', 'authors': 'Bruce Khan, Ahn Seung-hwan', 'actors': 'Bruce Khan, Park Hee-soon, Yoon Jin-seo, Kim In-kwon, Kim Na-yeon, Park Cheol-min, Jeon Soo-jin, Kim Jae-hyun, Choi Je-heon', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Netflix', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 40.0, 'tomatometer_count': 5.0, 'audience_status': 'Spilled', 'audience_rating': 50.0, 'audience_count': 57.0, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 2, 'tomatometer_rotten_critics_count': 3, 'ID_RT': 12498}",invalid or missing year
"{'rotten_tomatoes_link': 'm/richard_pryor_live_on_sunset_strip', 'movie_title': 'Richard Pryor Live on the Sunset Strip', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'R', 'genres': 'Comedy, Documentary, Musical & Performing Arts', 'directors': 'Joe Leyton, Joe Layton', 'authors': 'Richard Pryor', 'actors': 'Richard Pryor', 'original_release_date': '2000-01-01', 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Sony Pictures Entertainment', 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 2, 'tomatometer_fresh_critics_count': 13, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 12518}",no rating
"{'rotten_tomatoes_link': 'm/ricky_gervais_humanity', 'movie_title': 'Ricky Gervais: Humanity', 'movie_info': 'The comic entertains with his first standup routine.', 'critics_consensus': 'Ricky Gervais returns to the stage with his characteristic wit and distinct edginess, but the performance verges on cruel when his mockery seemingly overtakes his own Humanity.', 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'John L. Spencer', 'authors': 'Ricky Gervais', 'actors': 'Ricky Gervais', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 73.0, 'production_company': 'Netflix', 'tomatometer_status': 'Rotten', 'tomatometer_rating': 47.0, 'tomatometer_count': 15.0, 'audience_status': 'Upright', 'audience_rating': 89.0, 'audience_count': 301.0, 'tomatometer_top_critics_count': 10, 'tomatometer_fresh_critics_count': 7, 'tomatometer_rotten_critics_count': 8, 'ID_RT': 12523}",invalid or missing year
"{'rotten_tomatoes_link': 'm/rio-breaks', 'movie_title': 'Rio Breaks', 'movie_info': 'Best friends Fabio and Naama navigate their way through life in a slum and surfing on their favorite beach.', 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Art House & International, Documentary, Special Interest', 'directors': 'Justin Mitchell', 'authors': 'Justin Mitchell, Vince Medeiros', 'actors': 'Bodie Olmos', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 85.0, 'production_company': 'Unknown', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 100.0, 'tomatometer_count': 11.0, 'audience_status': 'Upright', 'audience_rating': 86.0, 'audience_count': 139.0, 'tomatometer_top_critics_count': 7, 'tomatometer_fresh_critics_count': 11, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 12553}",invalid or missing year
"{'rotten_tomatoes_link': 'm/robins_wish', 'movie_title': ""Robin's Wish"", 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary', 'directors': nan, 'authors': 'Scott Fitzloff', 'actors': 'Susan Schneider, Bruce Miller, Walter Koroshetz, Mike Mullen, Carter Ham, Elaine Rogers, Chad Nordwall, Tony Tomas Randle, Johnny Steele, John R. Montgomery, Shawn Levy, David E. Kelley, Glenn Davis, Mort Sahl, Jon Hepper, Stanley Wilson, Mark Holstrom, Jennifer Holstrom, Tina Atherton, Mike Pritchard, Robin Williams, Rick Overton', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Quotable Pictures', 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 8, 'tomatometer_fresh_critics_count': 38, 'tomatometer_rotten_critics_count': 6, 'ID_RT': 12620}",invalid or missing year
"{'rotten_tomatoes_link': 'm/rockos_modern_life_static_cling', 'movie_title': ""Rocko's Modern Life: Static Cling"", 'movie_info': nan, 'critics_consensus': ""Pleasantly strange and surprisingly thoughtful, Rocko's Modern Life: Static Cling succeeds as both a nostalgic look back and a healthy hop forward."", 'content_rating': 'NR', 'genres': 'Animation, Comedy, Kids & Family', 'directors': 'T. Joe Murray, Cosmo Segurson', 'authors': 'T. Joe Murray, Martin Olson', 'actors': 'Carlos Alazraqui, Tom Kenny, Charlie Adler, Jill Talley, T. Joe Murray', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Joe Murray Productions Inc.', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 92.0, 'tomatometer_count': 24.0, 'audience_status': 'Upright', 'audience_rating': 67.0, 'audience_count': 292.0, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 22, 'tomatometer_rotten_critics_count': 2, 'ID_RT': 12648}",invalid or missing year
"{'rotten_tomatoes_link': 'm/rollercoaster', 'movie_title': 'Rollercoaster', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Horror', 'directors': nan, 'authors': nan, 'actors': 'Adam Smoot', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': nan, 'tomatometer_status': 'Rotten', 'tomatometer_rating': 17.0, 'tomatometer_count': 6.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 0, 'tomatometer_fresh_critics_count': 0, 'tomatometer_rotten_critics_count': 0, 'ID_RT': 12671}",invalid or missing year
"{'rotten_tomatoes_link': 'm/rory_scovel_tries_stand_up_for_the_first_time', 'movie_title': 'Rory Scovel Tries Stand-up For The First Time', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy', 'directors': 'Scott Moran', 'authors': nan, 'actors': 'Rory Scovel, Jack White', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': 66.0, 'production_company': 'Netflix', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 89.0, 'tomatometer_count': 9.0, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 4, 'tomatometer_fresh_critics_count': 8, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 12707}",invalid or missing year
"{'rotten_tomatoes_link': 'm/sarah_silverman_we_are_miracles', 'movie_title': 'Sarah Silverman: We are Miracles', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Comedy, Musical & Performing Arts', 'directors': 'Liam Lynch', 'authors': 'Sarah Silverman', 'actors': 'Sarah Silverman', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'HBO', 'tomatometer_status': 'Fresh', 'tomatometer_rating': 80.0, 'tomatometer_count': 5.0, 'audience_status': 'Spilled', 'audience_rating': 51.0, 'audience_count': 84.0, 'tomatometer_top_critics_count': 3, 'tomatometer_fresh_critics_count': 4, 'tomatometer_rotten_critics_count': 1, 'ID_RT': 12867}",invalid or missing year
"{'rotten_tomatoes_link': 'm/skin_a_history_of_nudity_in_the_movies', 'movie_title': 'Skin: A History of Nudity in the Movies', 'movie_info': nan, 'critics_consensus': nan, 'content_rating': 'NR', 'genres': 'Documentary', 'directors': 'Danny Wolf', 'authors': 'Paul Fishbein, Danny Wolf, Kristine Augustyn', 'actors': 'Martine Beswick, Linda Blair, Peter Bogdanovich, Claudette Colbert, Sybil Danning, Joe Dante, Bruce Davison, Ken Davitian, Kristine DeBell, David Del Valle, Shannon Elizabeth, Diane Franklin, Erica Gavin, Mat Gleason, Liz Goldwyn, Joan Graves, Pam Grier, Amy Heckerling, Mariel Hemingway, Camille Keaton, Jonathan Kuntz, Hedy Lamarr, Angela Landis, Kristanna Loken, Traci Lords, Jayne Mansfield, Malcolm McDowell, Sylvia Miles, Marilyn Monroe, Amy Nicholson, Rena Riffel, Eric Roberts, Alicia Rodis, Richard Roeper, Betsy Russell, Tatiana Siegel, Mr. Skin, Irv Slifkin, Brinke Stevens, Mamie Van Doren, Cerina Vincent, Sean Young', 'original_release_date': nan, 'streaming_release_date': nan, 'runtime': nan, 'production_company': 'Plausible Films', 'tomatometer_status': nan, 'tomatometer_rating': nan, 'tomatometer_count': nan, 'audience_status': nan, 'audience_rating': nan, 'audience_count': nan, 'tomatometer_top_critics_count': 8, 'tomatometer_fresh_critics_count': 30, 'tomatometer_rotten_critics_count': 6, 'ID_RT': 13379}",invalid or missing year
